RCID,Latitud,Longitud,Profundidad
4415,-42.2656450,-64.2933840,28.5
4416,-42.4103340,-64.3785900,9.2
4417,-42.3362130,-64.2769190,70.0
4418,-42.2144750,-64.3776800,83.0
4419,-41.7250980,-64.6717550,136.0
4422,-42.1972340,-64.2063680,2.8
4424,-42.4179740,-64.1525700,1.3
4426,-42.0989200,-64.2507050,123.0
4431,-42.136155,-64.4204270,175.0
4432,-42.3052,-64.4560800,63.0
4433,-42.3707850,-64.2951090,33.0
4434,-42.074304,-64.0362440,58.0
4437,-42.3202980,-64.4994440,63.0
4438,-42.2483250,-64.2143640,3.1
4439,-42.3269940,-64.098441,9.1
4440,-42.4022890,-64.1000550,1.8
4441,-42.2814900,-64.4873440,12.5
4442,-42.0637550,-64.0852840,62.0
4443,-42.3034890,-64.0651410,19.5
4444,-42.1834550,-64.3835580,154.0
4445,-42.2876590,-64.2840150,49.0
4446,-42.2584040,-64.108872,4.4
4448,-42.2893150,-64.4303630,64.0
4449,-42.4116810,-64.2346400,5.4
4450,-42.3737150,-64.3109270,18.5
4451,-42.2787770,-64.3708120,45.0
4453,-42.4162300,-64.4007100,16.5
4454,-42.2726990,-64.0872800,6.8
4460,-42.2298970,-64.4476410,34.0
4461,-42.160598,-64.1988680,26.5
4464,-42.4093220,-64.194109,14.5
4465,-42.1237110,-64.4279360,174.0
4466,-42.1515840,-64.1849160,31.0
4468,-42.1109790,-64.2258670,55.0
4469,-42.1064150,-64.2679850,143.0
4472,-42.2630180,-64.2159320,14.5
4474,-42.3433720,-64.5284250,44.0
4475,-42.1653440,-64.0856680,17.6
4477,-42.4035710,-64.3529640,19.5
4478,-42.3889420,-64.1294480,29.5
4479,-42.2952560,-64.5200000,10.3
4480,-42.1254640,-64.2294120,70.0
4481,-42.1299080,-64.0182760,37.0
4482,-42.0826490,-64.1047590,52.0
4483,-42.1775510,-64.3558030,154.0
4484,-42.0647430,-64.3762510,159.0
4486,-42.3037190,-64.0712100,25.5
4487,-42.2205480,-64.3864130,59.0
4488,-42.3598020,-64.4787860,70.0
4490,-42.3127500,-64.3817000,68.0
4494,-42.0038380,-64.4772200,162.0
4495,-42.2206690,-64.477494,50.0
4496,-42.2760480,-64.3303470,32.0
4497,-42.3456450,-64.4394240,74.0
4498,-42.2979040,-64.1171230,49.0
4499,-42.0791190,-64.2317840,110.0
4500,-42.398476,-64.3521420,22.5
4502,-42.185583,-64.2154470,20.6
4503,-42.3186800,-64.0618070,6.5
4504,-42.3504800,-64.1573010,59.0
4508,-42.1182880,-64.1951820,47.0
4509,-42.0646820,-64.3590980,160.0
4511,-42.380528,-64.5826570,4.7
,,,
,,,

